Node,nxc,nyc,Node_new
2277,10.785,55.475,999
2278,10.875,55.475,1000
2279,10.965,55.475,1001
2280,11.055,55.475,1002
2281,11.145,55.475,1003
2292,12.135,55.475,1004
2293,12.225,55.475,1005
2294,12.315,55.475,1006
2295,12.405000000000001,55.475,1007
2296,12.495000000000001,55.475,1008
2297,12.585,55.475,1009
2298,12.675,55.475,1010
2299,12.765,55.475,1011
2300,12.855,55.475,1012
2301,12.945,55.475,1013
2302,13.035,55.475,1014
2303,13.125,55.475,1015
2304,13.215,55.475,1016
2316,14.295,55.475,1017
2317,14.385,55.475,1018
2318,14.475,55.475,1019
2319,14.565,55.475,1020
2320,14.655,55.475,1021
2321,14.745000000000001,55.475,1022
2322,14.835,55.475,1023
2323,14.925,55.475,1024
