Node,nxc,nyc,Node_new
478,13.215,53.495,
479,13.305,53.495,
480,13.395,53.495,
481,13.485,53.495,
482,13.575,53.495,
483,13.665,53.495,
484,13.754999999999999,53.495,
485,13.844999999999999,53.495,
486,13.934999999999999,53.495,
487,14.024999999999999,53.495,
488,14.114999999999998,53.495,
489,14.205,53.495,
490,14.295,53.495,
491,14.385,53.495,
492,14.475,53.495,
493,14.565,53.495,13.0
494,14.655,53.495,14.0
495,14.745000000000001,53.495,
496,14.835,53.495,
497,14.925,53.495,
498,7.545,53.585,
499,7.635,53.585,
500,7.725,53.585,
501,7.815,53.585,
502,7.905,53.585,
503,7.995,53.585,
504,8.085,53.585,
505,8.175,53.585,15.0
506,8.265,53.585,
507,8.355,53.585,
508,8.445,53.585,16.0
509,8.535,53.585,17.0
510,8.625,53.585,
511,8.715,53.585,
512,8.805,53.585,
513,8.895,53.585,
514,8.985,53.585,
515,9.075,53.585,
516,9.165,53.585,
517,9.254999999999999,53.585,
518,9.345,53.585,
519,9.435,53.585,
520,9.525,53.585,18.0
521,9.615,53.585,19.0
522,9.705,53.585,20.0
523,9.795,53.585,
524,9.885,53.585,
525,9.975,53.585,
526,10.065,53.585,
527,10.155,53.585,
528,10.245000000000001,53.585,
529,10.335,53.585,
530,10.425,53.585,
531,10.515,53.585,
532,10.605,53.585,
533,10.695,53.585,
534,10.785,53.585,
535,10.875,53.585,
536,10.965,53.585,
537,11.055,53.585,
538,11.145,53.585,
539,11.235,53.585,
540,11.325,53.585,
541,11.415,53.585,
542,11.504999999999999,53.585,
543,11.594999999999999,53.585,
544,11.684999999999999,53.585,
545,11.774999999999999,53.585,
546,11.865,53.585,
547,11.955,53.585,
548,12.045,53.585,
549,12.135,53.585,
550,12.225,53.585,
551,12.315,53.585,
552,12.405000000000001,53.585,
553,12.495000000000001,53.585,
554,12.585,53.585,
555,12.675,53.585,
556,12.765,53.585,
557,12.855,53.585,
558,12.945,53.585,
559,13.035,53.585,
560,13.125,53.585,
561,13.215,53.585,
562,13.305,53.585,
563,13.395,53.585,
564,13.485,53.585,
565,13.575,53.585,
566,13.665,53.585,
567,13.754999999999999,53.585,
